BookNumber	Title	Author	ISBN	Illustrator	Price	Edition	SignedBy	Publisher	PubPlace	PubYear	Description	BookSize	Keywords	Jacket	Binding	BookType	Condition	Catalog	Status	WillExpediteShipping	WillShipIntl
1701000236	Basic Mathematics for Aviation	Ayres	059600799X	 	7.63	First edition.	 	Houghton Mifflin Company	New York	1943	Good. No dust jacket as issued. slight yellowing due to age; wear to edges due to age225 p.; diagrams; index;	                                        	Basic Mathematics for Aviation	No DJ Issued	Hard Cover	Hard Cover	Good	Science and Technology	Sold		
